What did you think ?,How do you feel  ?,What should you do ?,Question 1,Question 2,Question 3,Result
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
it s not my business,nothing,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
"a loser, he doesnt know how to defend himself",nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
he is not feeling ok,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
i dont wanna be in his place,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,i think i did good,Im proud of myself,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,i think i did good,i feel like a hero,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Supportive
it s not my business,nothing,talk to the parents,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Supportive
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,Im proud of myself,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,i feel like a hero,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",HasExperiencedBullying
"a loser, he doesnt know how to defend himself","sad, reminded me of myself",complain to the dean,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",HasExperiencedBullying
